INFO  | 2016-04-26 17:29:48 | [main] interview.AppMain (AppMain.java:16) -  *** People Process BEGIN ***
INFO  | 2016-11-16 22:54:36 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:54:36 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:82) - Delete response status message 404
ERROR | 2016-11-16 22:54:36 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:84) - Deletion Failed with Status code 404
INFO  | 2016-11-16 22:54:36 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:55:43 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:44) - Add response status message 201
ERROR | 2016-11-16 22:55:43 | [main] impl.PeopleProcessorImpl (PeopleProcessorImpl.java:98) - The first element should either be A, U or D - 96,George Clooney,50
INFO  | 2016-11-16 22:55:43 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:55:44 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:82) - Delete response status message 404
ERROR | 2016-11-16 22:55:44 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:84) - Deletion Failed with Status code 404
INFO  | 2016-11-16 22:55:44 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:57:28 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:44) - Add response status message 201
ERROR | 2016-11-16 22:57:28 | [main] impl.PeopleProcessorImpl (PeopleProcessorImpl.java:98) - The first element should either be A, U or D - 96,George Clooney,50
INFO  | 2016-11-16 22:57:28 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:57:28 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:82) - Delete response status message 404
ERROR | 2016-11-16 22:57:28 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:84) - Deletion Failed with Status code 404
INFO  | 2016-11-16 22:57:28 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:58:01 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:44) - Add response status message 201
ERROR | 2016-11-16 22:58:01 | [main] impl.PeopleProcessorImpl (PeopleProcessorImpl.java:98) - The first element should either be A, U or D - 96,George Clooney,50
INFO  | 2016-11-16 22:58:01 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 22:58:01 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:82) - Delete response status message 404
ERROR | 2016-11-16 22:58:01 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:84) - Deletion Failed with Status code 404
INFO  | 2016-11-16 22:58:01 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 23:07:40 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:44) - Add response status message 201
ERROR | 2016-11-16 23:07:40 | [main] impl.PeopleProcessorImpl (PeopleProcessorImpl.java:98) - The first element should either be A, U or D - 96,George Clooney,50
INFO  | 2016-11-16 23:07:40 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 23:07:40 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:82) - Delete response status message 404
ERROR | 2016-11-16 23:07:40 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:84) - Deletion Failed with Status code 404
INFO  | 2016-11-16 23:07:40 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 23:16:53 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:44) - Add response status message 201
ERROR | 2016-11-16 23:16:53 | [main] impl.PeopleProcessorImpl (PeopleProcessorImpl.java:98) - The first element should either be A, U or D - 96,George Clooney,50
INFO  | 2016-11-16 23:16:53 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
INFO  | 2016-11-16 23:16:53 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:82) - Delete response status message 404
ERROR | 2016-11-16 23:16:53 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:84) - Deletion Failed with Status code 404
INFO  | 2016-11-16 23:16:53 | [main] impl.PeopleServiceImpl (PeopleServiceImpl.java:99) - Get All Persons response status message 200
